"country","iso2c","iso3c","year","status","lastupdated","NE.TRD.GNFS.ZS","NY.GDP.MKTP.KD.ZG","BX.KLT.DINV.WD.GD.ZS","NE.EXP.GNFS.ZS","NE.IMP.GNFS.ZS","region","capital","longitude","latitude","income","lending"
"Afghanistan","AF","AFG",2014,"","2025-10-07",NA,2.72454336219565,0.209664794672203,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2015,"","2025-10-07",NA,1.45131466066431,0.88400046336123,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1989,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1964,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2004,"","2025-10-07",NA,1.41411799339429,3.577104200584,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2018,"","2025-10-07",NA,1.18922812944517,0.661572217787196,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1992,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1993,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2008,"","2025-10-07",NA,3.92498381999467,0.45536044478174,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1995,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1965,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1997,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1998,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1999,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1960,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2016,"","2025-10-07",NA,2.26031420279821,0.516606084523093,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1973,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1974,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1972,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1968,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2010,"","2025-10-07",NA,14.3624414710737,1.20311798981139,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1994,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1967,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2003,"","2025-10-07",NA,8.83227780288267,1.27849325196424,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1961,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2011,"","2025-10-07",NA,0.426354776777345,0.293025179616803,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1963,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1966,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2002,"","2025-10-07",NA,28.6000011706788,1.30694987042884,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1962,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1970,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1971,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",1969,"","2025-10-07",NA,NA,NA,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2000,"","2025-10-07",NA,NA,0.00482760061734038,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Afghanistan","AF","AFG",2001,"","2025-10-07",NA,-9.4319740700862,0.0241685679088889,NA,NA,"South Asia","Kabul","69.1761","34.5228","Low income","IDA"
"Africa Eastern and Southern","ZH","AFE",1986,"","2025-10-07",NA,2.26600456066129,0.264570122528588,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1998,"","2025-10-07",46.586205637567,1.75262940036217,1.57045923948206,24.8722484488668,27.2272092145813,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1999,"","2025-10-07",44.824936211974,2.64928460270326,2.40566562236243,24.7923103993254,25.6988462659969,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2002,"","2025-10-07",59.4248200763606,3.83384813978296,2.47180136206567,27.7950198229929,27.6505034161165,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1985,"","2025-10-07",NA,-0.128036530671636,0.0736997175646326,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2003,"","2025-10-07",56.7923043760341,2.95293851342404,2.46078279987817,25.5149867732464,26.1369627133541,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2004,"","2025-10-07",57.8340561839181,5.55444775546961,1.84013977951818,25.6901041698911,26.8511727542412,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2000,"","2025-10-07",46.4662178022745,3.21216748277074,1.53378731929451,25.5952247765203,25.8556527329861,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1965,"","2025-10-07",NA,5.15953615906331,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1968,"","2025-10-07",NA,4.15338254599857,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1983,"","2025-10-07",NA,0.039328520117806,0.0473933983276776,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1966,"","2025-10-07",NA,4.82225771933544,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2001,"","2025-10-07",47.8537819872049,3.50548806176488,4.77398518281158,27.2553867395608,26.5681738843961,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1984,"","2025-10-07",NA,3.36528043216107,0.371551641940924,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1973,"","2025-10-07",NA,4.60644970116839,0.254926361548257,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2021,"","2025-10-07",55.6440943321239,4.56356807595664,5.04060366472093,25.8854635242059,26.3447850546884,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2022,"","2025-10-07",58.6422872783484,3.55576878716199,1.77772732979735,27.4618215194812,30.0117749989343,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1987,"","2025-10-07",NA,3.95452383431116,0.149220731390706,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1963,"","2025-10-07",NA,5.62247240571669,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1960,"","2025-10-07",NA,NA,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1961,"","2025-10-07",NA,0.46970776154383,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1967,"","2025-10-07",NA,5.37393773195951,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1969,"","2025-10-07",NA,5.09180744606266,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1997,"","2025-10-07",44.9825563956835,3.84197710836047,2.04505843684195,24.5538655785691,26.0757218326985,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1970,"","2025-10-07",NA,1.13515366887289,1.032510148411,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1971,"","2025-10-07",NA,5.47934240114991,0.765922798167324,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1972,"","2025-10-07",NA,2.77115784172955,0.42278121555281,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2008,"","2025-10-07",74.4161999428254,4.36617310328631,3.21687232083887,35.562963944185,35.9526963235352,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1974,"","2025-10-07",NA,5.47581327199114,1.13543575260289,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1975,"","2025-10-07",NA,1.40432911054754,0.352354120998614,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1962,"","2025-10-07",NA,7.86862262319083,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1977,"","2025-10-07",NA,1.12064753175447,0.0622408139176199,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1964,"","2025-10-07",NA,4.68953268170024,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1993,"","2025-10-07",42.8268660661545,-0.599437722454866,0.356957052254242,22.7153640777076,21.2887295349291,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2005,"","2025-10-07",60.351366443884,6.16249334973169,2.04187001238741,27.6230275042442,28.0165250904774,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1982,"","2025-10-07",NA,0.315152685401273,0.341443827021674,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2006,"","2025-10-07",60.8634263148316,6.57743860346748,1.27283831419437,29.577386325635,29.3833271766184,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2020,"","2025-10-07",50.3840532381096,-2.85978392104712,1.4292479399789,22.041722250922,24.2562672383954,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2018,"","2025-10-07",55.5470136195262,2.66503807456537,1.33888008652008,25.3063998411714,28.5208504212826,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2007,"","2025-10-07",66.8260113985661,6.64693504718772,2.47277481287161,31.949927945622,31.6765501158148,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1991,"","2025-10-07",39.7347280580705,-0.0954636730858027,0.483397927426944,18.5140045283496,19.5846029029707,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1988,"","2025-10-07",NA,4.27411013497894,0.26614554214004,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1989,"","2025-10-07",NA,2.69634243760328,0.186701072957427,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1976,"","2025-10-07",NA,2.38220080923665,0.506462032055052,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1995,"","2025-10-07",47.4089364062242,4.28264764144176,0.996373478388483,24.3854710706745,25.967540765926,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1992,"","2025-10-07",40.409427247211,-2.35016039104546,0.276092884944452,21.534434439162,21.1830893222173,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2014,"","2025-10-07",61.0154620503414,4.01435055814143,2.83188769885472,28.6004395761468,33.068165447177,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1994,"","2025-10-07",45.3429552451368,1.93203140647964,0.498139631902422,23.7098643896714,24.1152408467587,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2011,"","2025-10-07",64.6383588202019,4.05892327211205,1.88480544157356,31.4356203221582,32.1321070440404,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2019,"","2025-10-07",52.609045435017,2.20034043292388,1.49531596058937,23.9260802442032,26.7409748793602,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1981,"","2025-10-07",NA,4.01409118266271,0.211011201643833,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2010,"","2025-10-07",63.4781604569498,5.20794344063218,1.66923224413788,29.5206439886886,29.9028978595381,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1978,"","2025-10-07",NA,1.50860907149625,0.136599124230146,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2012,"","2025-10-07",62.4450392862919,1.76796954241274,2.58808533640911,29.9567241421061,33.1661486531543,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2009,"","2025-10-07",63.7968822020446,0.892651361101571,2.62839053800453,27.3046938821189,31.5668362307823,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2024,"","2025-10-07",54.1174075589112,2.76680373044995,2.03587461991697,25.8750229212229,29.286671132355,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2016,"","2025-10-07",52.891642797385,2.19599120737905,2.01991014841063,23.2541511848562,28.434077121597,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1979,"","2025-10-07",NA,2.93052334902409,-0.0120568986981817,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2013,"","2025-10-07",62.5877608110382,4.31772516764461,2.23972092504117,29.1951498054011,34.1742895781048,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2017,"","2025-10-07",52.6203405929284,2.69623782915109,1.06252891194741,23.945473605091,27.6453434288377,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2023,"","2025-10-07",56.9985827061445,1.89130738721937,1.88724302281709,26.4038933379421,30.2504008490139,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1996,"","2025-10-07",47.101501917544,5.45433503057018,0.781602504551414,25.4545609987507,26.4440722797309,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1980,"","2025-10-07",NA,5.46429318294315,0.28258884420854,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",1990,"","2025-10-07",41.2304388144148,0.17586725565728,0.0338779130440141,20.3696590603103,19.7617481503645,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2015,"","2025-10-07",55.5972237458378,3.00336692879381,3.1946062088675,24.0726319366809,30.9129064941736,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1973,"","2025-10-07",NA,3.95226425281811,1.75655357704818,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2013,"","2025-10-07",NA,6.02802288960788,2.26930763909529,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2014,"","2025-10-07",NA,5.71245852261593,1.83619978004613,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2012,"","2025-10-07",NA,5.14057557678929,2.79533976156852,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1995,"","2025-10-07",NA,1.85980134934707,0.456338408314366,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1996,"","2025-10-07",NA,4.62912590430749,0.450293415130777,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2015,"","2025-10-07",NA,2.92800960984003,2.13330026745199,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2016,"","2025-10-07",NA,0.194177489414145,2.23535717738054,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2021,"","2025-10-07",NA,4.03000030607359,1.98293379035763,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1997,"","2025-10-07",NA,4.4030746254319,0.588387281181905,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2019,"","2025-10-07",NA,3.28216299793968,1.51222998785571,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2022,"","2025-10-07",NA,3.97496354483744,1.84104846388099,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1968,"","2025-10-07",NA,1.55899310563615,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1969,"","2025-10-07",NA,15.1271903399798,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1970,"","2025-10-07",NA,17.3825306756996,1.78379057595468,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2011,"","2025-10-07",NA,4.94666624539791,3.54478916680137,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1972,"","2025-10-07",NA,3.15318789866281,1.90750274520258,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2017,"","2025-10-07",NA,2.29616754739388,2.5563565392687,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2018,"","2025-10-07",NA,2.90465437511295,1.91395252041951,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1971,"","2025-10-07",NA,10.4532719060854,1.88406226639229,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2020,"","2025-10-07",NA,-0.984117425153343,1.36254172855046,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1977,"","2025-10-07",NA,4.55144662186548,1.08654624794356,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2023,"","2025-10-07",NA,3.35798699488655,2.4619367236606,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1975,"","2025-10-07",NA,-2.0777948749821,1.69519313804601,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1967,"","2025-10-07",NA,-8.96744276434912,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2024,"","2025-10-07",NA,4.17610288931516,2.80023928982099,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1966,"","2025-10-07",NA,-1.51298857387891,NA,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1982,"","2025-10-07",NA,-3.22291694249776,0.448417512698604,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1983,"","2025-10-07",NA,-6.25245903792026,0.50800365657296,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1998,"","2025-10-07",NA,3.62342034600638,0.640878536100313,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1985,"","2025-10-07",NA,5.39464267811532,0.648476864286674,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1974,"","2025-10-07",NA,9.97560715604686,1.0506229074981,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2005,"","2025-10-07",NA,5.91211088087498,2.92596422401891,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1976,"","2025-10-07",NA,8.39482521616917,0.890523516234443,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2007,"","2025-10-07",NA,5.50232868990643,2.76343843421139,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1978,"","2025-10-07",NA,-1.91793085218499,0.959248926428699,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1979,"","2025-10-07",NA,5.00166992894225,0.813937679498483,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1980,"","2025-10-07",NA,1.90579075452573,-0.189816836786525,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",1994,"","2025-10-07",NA,-0.283196443172045,1.77325025583384,NA,NA,"Aggregates","","","","Aggregates","Aggregates"
